lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_attraction.1.1,mu_attraction.2.1,mu_attraction.3.1,mu_attraction.4.1,mu_attraction.1.2,mu_attraction.2.2,mu_attraction.3.2,mu_attraction.4.2,mu_attraction.1.3,mu_attraction.2.3,mu_attraction.3.3,mu_attraction.4.3,mu_repulsion.1.1,mu_repulsion.2.1,mu_repulsion.3.1,mu_repulsion.4.1,mu_repulsion.1.2,mu_repulsion.2.2,mu_repulsion.3.2,mu_repulsion.4.2,mu_repulsion.1.3,mu_repulsion.2.3,mu_repulsion.3.3,mu_repulsion.4.3,omega_attraction.1.1,omega_attraction.2.1,omega_attraction.3.1,omega_attraction.1.2,omega_attraction.2.2,omega_attraction.3.2,omega_attraction.1.3,omega_attraction.2.3,omega_attraction.3.3,omega_repulsion.1.1,omega_repulsion.2.1,omega_repulsion.3.1,omega_repulsion.1.2,omega_repulsion.2.2,omega_repulsion.3.2,omega_repulsion.1.3,omega_repulsion.2.3,omega_repulsion.3.3,s.1,s.2,s.3,S_attraction.1.1,S_attraction.2.1,S_attraction.3.1,S_attraction.1.2,S_attraction.2.2,S_attraction.3.2,S_attraction.1.3,S_attraction.2.3,S_attraction.3.3,S_repulsion.1.1,S_repulsion.2.1,S_repulsion.3.1,S_repulsion.1.2,S_repulsion.2.2,S_repulsion.3.2,S_repulsion.1.3,S_repulsion.2.3,S_repulsion.3.3,cor_attraction.1.1,cor_attraction.2.1,cor_attraction.3.1,cor_attraction.1.2,cor_attraction.2.2,cor_attraction.3.2,cor_attraction.1.3,cor_attraction.2.3,cor_attraction.3.3,cor_repulsion.1.1,cor_repulsion.2.1,cor_repulsion.3.1,cor_repulsion.1.2,cor_repulsion.2.2,cor_repulsion.3.2,cor_repulsion.1.3,cor_repulsion.2.3,cor_repulsion.3.3
# Adaptation terminated
# Step size = 0.269186
# Diagonal elements of inverse mass matrix:
# 0.00152747, 0.00159725, 0.00174331, 0.00133035, 0.00134973, 0.00142221, 0.00161364, 0.00154317, 0.00150645, 0.00160986, 0.00166653, 0.00163235, 0.00147416, 0.00153037, 0.00152789, 0.00144704, 0.00142712, 0.00144249, 0.00152911, 0.00159963, 0.00154297, 0.00151208, 0.00158439, 0.00156275, 0.000480564, 0.000422399, 0.000480161, 0.000453072, 0.000472845, 0.000515955, 0.000133514, 0.000141428, 0.000136053
696.114,0.8291,0.269186,4,15,0,-678.356,0.504377,-0.832459,-0.063321,0.55263,0.495525,-0.775079,-0.105102,0.572167,0.25257,-0.911079,-0.264539,0.405186,0.382749,-0.745442,0.0279939,0.710531,0.481041,-0.72553,-0.0154354,0.719737,0.204521,-0.887841,-0.179926,0.470433,1,0.867041,0.809964,0,0.498237,0.19066,0,0,0.554624,1,0.759725,0.862246,0,0.650244,0.0524824,0,0,0.503764,0.853755,0.872989,0.845797,0.853755,0.756917,0.685065,0,0.434955,0.16126,0,0,0.469099,0.853755,0.663232,0.729285,0,0.567656,0.0443895,0,0,0.426082,1,0.867041,0.809964,0.867041,1,0.797266,0.809964,0.797266,1,1,0.759725,0.862246,0.759725,1,0.689196,0.862246,0.689196,1
692.759,0.908634,0.269186,5,31,0,-673.422,0.493731,-0.831924,-0.00113458,0.518782,0.48717,-0.791623,-0.0332634,0.537981,0.236284,-1.00122,-0.257768,0.366889,0.398797,-0.740275,0.00512947,0.644659,0.472294,-0.745905,0.0500665,0.65811,0.23545,-0.859703,-0.239908,0.410093,1,0.869644,0.830389,0,0.493679,0.147689,0,0,0.537255,1,0.775004,0.867863,0,0.631956,0.0020887,0,0,0.496799,0.854382,0.863017,0.867131,0.854382,0.750518,0.720056,0,0.426053,0.128066,0,0,0.46587,0.854382,0.668841,0.752551,0,0.545389,0.00181117,0,0,0.430789,1,0.869644,0.830389,0.869644,1,0.795054,0.830389,0.795054,1,1,0.775004,0.867863,0.775004,1,0.673918,0.867863,0.673918,1
688.864,0.710476,0.269186,4,15,0,-665.276,0.508031,-0.834186,0.0089266,0.534443,0.472501,-0.789553,-0.0706871,0.533481,0.226581,-0.986835,-0.255442,0.366561,0.405979,-0.709126,-0.00171261,0.646357,0.454365,-0.725226,0.0617877,0.640709,0.238723,-0.860461,-0.241025,0.403004,1,0.869588,0.828696,0,0.493778,0.150248,0,0,0.539156,1,0.776256,0.865002,0,0.630418,0.00804382,0,0,0.501704,0.856043,0.861334,0.866234,0.856043,0.749006,0.717845,0,0.425308,0.13015,0,0,0.467035,0.856043,0.668615,0.749295,0,0.543001,0.00696784,0,0,0.434593,1,0.869588,0.828696,0.869588,1,0.794813,0.828696,0.794813,1,1,0.776256,0.865002,0.776256,1,0.676534,0.865002,0.676534,1
696.975,0.911812,0.269186,4,15,0,-670.584,0.454097,-0.768519,-0.0667125,0.581931,0.45683,-0.738676,-0.100225,0.602457,0.212921,-0.885504,-0.244826,0.377,0.372266,-0.751934,-0.00264154,0.644123,0.496623,-0.74459,-0.0335771,0.623508,0.194752,-0.868605,-0.193918,0.390832,1,0.868898,0.833072,0,0.494991,0.150407,0,0,0.532325,1,0.768206,0.869981,0,0.640203,0.0216999,0,0,0.492607,0.862657,0.874803,0.86012,0.862657,0.760115,0.716541,0,0.433019,0.129368,0,0,0.457863,0.862657,0.672029,0.748288,0,0.560051,0.0186645,0,0,0.423701,1,0.868898,0.833072,0.868898,1,0.798304,0.833072,0.798304,1,1,0.768206,0.869981,0.768206,1,0.682217,0.869981,0.682217,1
695.17,0.834437,0.269186,3,7,0,-680.979,0.472455,-0.770133,-0.087096,0.562291,0.430904,-0.745265,-0.0513191,0.572609,0.180585,-0.888563,-0.242791,0.422583,0.408413,-0.70714,-0.0158435,0.627283,0.426845,-0.752119,0.063525,0.635347,0.173148,-0.872717,-0.262779,0.42901,1,0.871181,0.831055,0,0.490962,0.155742,0,0,0.53394,1,0.76044,0.871862,0,0.649409,0.0331323,0,0,0.48863,0.856406,0.868123,0.860103,0.856406,0.756292,0.714793,0,0.426215,0.133954,0,0,0.459243,0.856406,0.660155,0.749891,0,0.563767,0.0284972,0,0,0.420272,1,0.871181,0.831055,0.871181,1,0.800463,0.831055,0.800463,1,1,0.76044,0.871862,0.76044,1,0.684515,0.871862,0.684515,1
697.036,0.941269,0.269186,4,15,0,-678.936,0.496633,-0.790756,-0.0867865,0.561707,0.462615,-0.76375,-0.053076,0.576196,0.176386,-0.909827,-0.238746,0.443578,0.369954,-0.721933,0.0906248,0.634722,0.439886,-0.747259,0.0315813,0.649161,0.133637,-0.883531,-0.131291,0.437995,1,0.868246,0.816019,0,0.496134,0.165066,0,0,0.553955,1,0.75866,0.862049,0,0.651487,0.0486348,0,0,0.504486,0.845265,0.863773,0.849842,0.845265,0.749967,0.693487,0,0.428547,0.14028,0,0,0.470774,0.845265,0.65531,0.732606,0,0.562737,0.0413319,0,0,0.428733,1,0.868246,0.816019,0.868246,1,0.7904,0.816019,0.7904,1,1,0.75866,0.862049,0.75866,1,0.685687,0.862049,0.685687,1
703.79,0.972064,0.269186,5,31,0,-680.454,0.496259,-0.869342,-0.0742306,0.506136,0.435488,-0.831738,-0.0642334,0.52391,0.15335,-0.976149,-0.237786,0.336826,0.494297,-0.730988,0.0656813,0.613718,0.520264,-0.736972,0.0899142,0.631282,0.295427,-0.871161,-0.130507,0.37906,1,0.855695,0.805746,0,0.51748,0.177966,0,0,0.56489,1,0.750904,0.853221,0,0.660412,0.0465121,0,0,0.519471,0.825724,0.841167,0.83852,0.825724,0.719782,0.675635,0,0.435287,0.149228,0,0,0.473672,0.825724,0.631635,0.715443,0,0.555516,0.0390013,0,0,0.435587,1,0.855695,0.805746,0.855695,1,0.781567,0.805746,0.781567,1,1,0.750904,0.853221,0.750904,1,0.671404,0.853221,0.671404,1
705.315,0.95438,0.269186,5,31,0,-687.87,0.47964,-0.81687,-0.027834,0.546286,0.47551,-0.768001,-0.0345965,0.578705,0.178349,-0.925487,-0.217315,0.348636,0.344204,-0.767878,0.0146794,0.698175,0.418583,-0.761295,0.0495589,0.685603,0.161552,-0.897977,-0.215725,0.436241,1,0.859579,0.817032,0,0.511003,0.170412,0,0,0.550833,1,0.756767,0.862326,0,0.653684,0.028236,0,0,0.505566,0.843894,0.859483,0.834779,0.843894,0.738793,0.682042,0,0.439199,0.142257,0,0,0.459824,0.843894,0.650429,0.719852,0,0.56183,0.0235708,0,0,0.422036,1,0.859579,0.817032,0.859579,1,0.789385,0.817032,0.789385,1,1,0.756767,0.862326,0.756767,1,0.671037,0.862326,0.671037,1
706.357,0.927881,0.269186,5,31,0,-691.219,0.466693,-0.836018,-0.0653655,0.486763,0.426267,-0.797,-0.0650265,0.508991,0.231685,-0.96287,-0.2644,0.332913,0.452824,-0.712517,0.0894567,0.622464,0.521009,-0.713785,0.125973,0.656553,0.259055,-0.852368,-0.115743,0.368329,1,0.854855,0.817437,0,0.518867,0.142332,0,0,0.558156,1,0.741206,0.860143,0,0.671277,0.0424129,0,0,0.508287,0.828587,0.85143,0.832387,0.828587,0.727849,0.680424,0,0.441779,0.118475,0,0,0.464602,0.828587,0.631085,0.715972,0,0.571546,0.035304,0,0,0.423091,1,0.854855,0.817437,0.854855,1,0.772641,0.817437,0.772641,1,1,0.741206,0.860143,0.741206,1,0.666014,0.860143,0.666014,1
701.941,0.876304,0.269186,4,15,0,-690.466,0.381765,-0.82585,-0.0121923,0.531343,0.365214,-0.829861,0.0299905,0.533782,0.167267,-0.985086,-0.182191,0.364354,0.449072,-0.78444,0.0212446,0.607154,0.473947,-0.777535,0.0531669,0.619745,0.229755,-0.928353,-0.205942,0.378052,1,0.852846,0.798157,0,0.522163,0.181446,0,0,0.574476,1,0.743342,0.850304,0,0.668911,0.0304258,0,0,0.525411,0.823513,0.842728,0.835455,0.823513,0.718717,0.666824,0,0.440042,0.15159,0,0,0.479948,0.823513,0.626436,0.710391,0,0.563711,0.0254194,0,0,0.438958,1,0.852846,0.798157,0.852846,1,0.775449,0.798157,0.775449,1,1,0.743342,0.850304,0.743342,1,0.652419,0.850304,0.652419,1
699.344,0.942891,0.269186,5,31,0,-686.69,0.531107,-0.778433,-0.104668,0.534099,0.533033,-0.769839,-0.0768069,0.55221,0.266843,-0.942766,-0.24493,0.330652,0.423337,-0.719269,0.0871869,0.678788,0.4498,-0.728457,0.0252825,0.731018,0.199666,-0.859916,-0.107521,0.434701,1,0.866993,0.818204,0,0.49832,0.138577,0,0,0.557977,1,0.754881,0.857551,0,0.655861,0.0267223,0,0,0.513705,0.848743,0.861703,0.851437,0.848743,0.74709,0.696649,0,0.429404,0.11799,0,0,0.475083,0.848743,0.650483,0.730151,0,0.565158,0.0227523,0,0,0.437387,1,0.866993,0.818204,0.866993,1,0.778433,0.818204,0.778433,1,1,0.754881,0.857551,0.754881,1,0.664875,0.857551,0.664875,1
706.72,0.892223,0.269186,5,47,0,-686.559,0.402854,-0.842191,-0.0151098,0.531167,0.381947,-0.843504,-0.0353505,0.553779,0.140265,-0.993326,-0.195014,0.334084,0.441558,-0.762071,0.0155319,0.608803,0.473938,-0.787904,0.0493864,0.614426,0.221327,-0.897048,-0.19003,0.365598,1,0.855621,0.806149,0,0.517602,0.154553,0,0,0.571172,1,0.743051,0.847647,0,0.669235,0.0336613,0,0,0.529491,0.824807,0.844735,0.83013,0.824807,0.722773,0.669208,0,0.437237,0.128299,0,0,0.474147,0.824807,0.627681,0.703657,0,0.565326,0.0279432,0,0,0.439546,1,0.855621,0.806149,0.855621,1,0.769755,0.806149,0.769755,1,1,0.743051,0.847647,0.743051,1,0.652372,0.847647,0.652372,1
701.21,0.803712,0.269186,4,15,0,-688.441,0.405271,-0.882144,-0.0326877,0.506852,0.377232,-0.823542,0.00651017,0.534153,0.155883,-0.986405,-0.203391,0.334166,0.41578,-0.844415,0.048589,0.595444,0.485304,-0.80624,0.0102613,0.582715,0.214625,-1.01158,-0.187663,0.369963,1,0.849387,0.805432,0,0.527771,0.165143,0,0,0.569216,1,0.741634,0.854268,0,0.670805,0.0269411,0,0,0.519134,0.816332,0.835758,0.821334,0.816332,0.709882,0.661528,0,0.441089,0.135638,0,0,0.467516,0.816332,0.619827,0.701639,0,0.56063,0.0221277,0,0,0.426382,1,0.849387,0.805432,0.849387,1,0.771281,0.805432,0.771281,1,1,0.741634,0.854268,0.741634,1,0.651626,0.854268,0.651626,1
705.983,0.762952,0.269186,4,15,0,-686.442,0.406328,-0.888018,-0.0282019,0.534553,0.38973,-0.859804,-0.0456304,0.549609,0.159515,-1.05001,-0.237382,0.328744,0.405983,-0.79569,0.00978927,0.582072,0.463032,-0.795096,0.0827876,0.596967,0.198498,-0.929557,-0.193467,0.359505,1,0.858453,0.802809,0,0.512892,0.167444,0,0,0.572241,1,0.737748,0.857772,0,0.675076,0.0441572,0,0,0.512131,0.825941,0.841061,0.828683,0.825941,0.722012,0.665274,0,0.431374,0.138758,0,0,0.474206,0.825941,0.620492,0.71082,0,0.56778,0.0365923,0,0,0.424394,1,0.858453,0.802809,0.858453,1,0.775055,0.802809,0.775055,1,1,0.737748,0.857772,0.737748,1,0.662629,0.857772,0.662629,1
703.095,0.956438,0.269186,4,15,0,-693.055,0.381357,-0.884658,-0.0117635,0.522721,0.365865,-0.871234,-0.0301056,0.521917,0.111342,-0.985709,-0.202503,0.334709,0.446945,-0.742988,0.0139619,0.599337,0.512676,-0.726445,-0.0061163,0.612435,0.251344,-0.866542,-0.175417,0.383141,1,0.861824,0.809512,0,0.507207,0.141023,0,0,0.569915,1,0.754658,0.853825,0,0.656118,0.0262203,0,0,0.5199,0.825809,0.841519,0.828991,0.825809,0.725241,0.671078,0,0.426824,0.116907,0,0,0.472455,0.825809,0.635059,0.707813,0,0.552136,0.0217364,0,0,0.430992,1,0.861824,0.809512,0.861824,1,0.769185,0.809512,0.769185,1,1,0.754658,0.853825,0.754658,1,0.66155,0.853825,0.66155,1
703.119,0.837861,0.269186,4,15,0,-687.821,0.399455,-0.868163,-0.0308397,0.501204,0.376374,-0.82578,0.00580148,0.542167,0.148352,-0.982923,-0.202053,0.323826,0.47983,-0.681741,0.0106981,0.618053,0.532709,-0.68836,-0.0116624,0.640538,0.264917,-0.859771,-0.203321,0.366755,1,0.852139,0.815113,0,0.523316,0.150404,0,0,0.559437,1,0.757706,0.853739,0,0.652596,0.0314839,0,0,0.519749,0.828595,0.838221,0.840474,0.828595,0.714281,0.685082,0,0.438655,0.12641,0,0,0.470192,0.828595,0.635126,0.717545,0,0.54702,0.0264614,0,0,0.436836,1,0.852139,0.815113,0.852139,1,0.773298,0.815113,0.773298,1,1,0.757706,0.853739,0.757706,1,0.667429,0.853739,0.667429,1
705.863,0.860656,0.269186,4,15,0,-692.382,0.478748,-0.795562,-0.0103551,0.499515,0.451206,-0.764175,-0.00379476,0.513632,0.232133,-0.946081,-0.204933,0.34486,0.448696,-0.681041,0.0350864,0.654575,0.493537,-0.730153,0.0897396,0.60842,0.23013,-0.854228,-0.175102,0.398401,1,0.86896,0.809069,0,0.494882,0.165128,0,0,0.56404,1,0.743842,0.857363,0,0.668355,0.0468246,0,0,0.512578,0.829536,0.850192,0.826004,0.829536,0.738783,0.668294,0,0.420745,0.136397,0,0,0.465899,0.829536,0.632409,0.708185,0,0.56823,0.0386773,0,0,0.423391,1,0.86896,0.809069,0.86896,1,0.784767,0.809069,0.784767,1,1,0.743842,0.857363,0.743842,1,0.669038,0.857363,0.669038,1
704.871,0.958584,0.269186,4,15,0,-694.12,0.5167,-0.855277,0.00754791,0.533556,0.462324,-0.822528,0.0300657,0.543344,0.231868,-0.963337,-0.173451,0.331978,0.42464,-0.706436,-0.00742298,0.676871,0.489382,-0.693539,-0.00839041,0.688566,0.223238,-0.854297,-0.186937,0.412762,1,0.851258,0.810961,0,0.524747,0.166309,0,0,0.560966,1,0.750552,0.856449,0,0.660812,0.023506,0,0,0.515695,0.828852,0.837705,0.842434,0.828852,0.713103,0.683181,0,0.439583,0.140105,0,0,0.472577,0.828852,0.628741,0.721502,0,0.553565,0.0198023,0,0,0.434439,1,0.851258,0.810961,0.851258,1,0.777608,0.810961,0.777608,1,1,0.750552,0.856449,0.750552,1,0.658343,0.856449,0.658343,1
704.969,0.904092,0.269186,4,15,0,-689.726,0.445821,-0.77991,-0.0792127,0.521382,0.459683,-0.744201,-0.0908696,0.558167,0.212707,-0.942394,-0.244657,0.390956,0.413827,-0.713029,0.103789,0.62723,0.46812,-0.712883,0.0779726,0.671524,0.195025,-0.875908,-0.103862,0.41023,1,0.867307,0.80833,0,0.497773,0.160121,0,0,0.566536,1,0.744685,0.858814,0,0.667416,0.0518312,0,0,0.509658,0.833766,0.840381,0.835317,0.833766,0.728869,0.675212,0,0.418319,0.133752,0,0,0.473237,0.833766,0.625819,0.717382,0,0.560884,0.0432955,0,0,0.425726,1,0.867307,0.80833,0.867307,1,0.780775,0.80833,0.780775,1,1,0.744685,0.858814,0.744685,1,0.674139,0.858814,0.674139,1
703.502,0.923747,0.269186,5,31,0,-691.729,0.438519,-0.770835,-0.0437536,0.462833,0.44884,-0.724147,-0.0430453,0.50634,0.206281,-0.897091,-0.232526,0.316043,0.434778,-0.720346,0.0969136,0.627678,0.460943,-0.744462,0.131765,0.604023,0.210992,-0.886131,-0.134748,0.42707,1,0.85466,0.817536,0,0.519188,0.156437,0,0,0.554222,1,0.748937,0.855202,0,0.662641,0.0134839,0,0,0.518119,0.825293,0.846886,0.832592,0.825293,0.723799,0.680674,0,0.439693,0.130249,0,0,0.461441,0.825293,0.634264,0.712034,0,0.561182,0.0112266,0,0,0.431382,1,0.85466,0.817536,0.85466,1,0.779936,0.817536,0.779936,1,1,0.748937,0.855202,0.748937,1,0.649428,0.855202,0.649428,1
699.55,0.840846,0.269186,5,31,0,-684.234,0.523354,-0.861123,-0.0392628,0.535706,0.477538,-0.850817,-0.0118556,0.569199,0.254492,-0.988163,-0.207579,0.34125,0.409232,-0.800368,0.0184856,0.707333,0.469657,-0.802255,0.0450621,0.676637,0.243406,-0.950523,-0.233371,0.511218,1,0.864759,0.820565,0,0.502187,0.165093,0,0,0.547191,1,0.741062,0.869126,0,0.671436,0.04942,0,0,0.492115,0.846117,0.866899,0.855988,0.846117,0.749659,0.702394,0,0.435345,0.141317,0,0,0.468389,0.846117,0.642426,0.743962,0,0.582067,0.0423029,0,0,0.421245,1,0.864759,0.820565,0.864759,1,0.792498,0.820565,0.792498,1,1,0.741062,0.869126,0.741062,1,0.677259,0.869126,0.677259,1
703.637,0.583559,0.269186,4,31,0,-675.737,0.516428,-0.893616,-0.0160755,0.520707,0.514595,-0.830019,-0.0276356,0.523344,0.262659,-1.03374,-0.199802,0.351538,0.424165,-0.76309,0.0545707,0.740886,0.481918,-0.705866,0.0460561,0.739372,0.229355,-0.880961,-0.187938,0.483094,1,0.87038,0.819041,0,0.49238,0.159078,0,0,0.551241,1,0.748391,0.865142,0,0.663258,0.0400153,0,0,0.499929,0.846707,0.853417,0.844552,0.846707,0.742798,0.691722,0,0.420206,0.13435,0,0,0.465551,0.846707,0.63869,0.730657,0,0.566036,0.033795,0,0,0.422216,1,0.87038,0.819041,0.87038,1,0.791204,0.819041,0.791204,1,1,0.748391,0.865142,0.748391,1,0.674004,0.865142,0.674004,1
702.986,0.958751,0.269186,5,31,0,-688.031,0.46382,-0.802169,0.00917143,0.501784,0.441524,-0.759022,0.020802,0.547133,0.209009,-0.962871,-0.158235,0.366726,0.420942,-0.708226,2.03981e-05,0.543494,0.460918,-0.736772,0.0587682,0.612877,0.233553,-0.834087,-0.193458,0.315488,1,0.865298,0.819274,0,0.501258,0.17045,0,0,0.547482,1,0.760262,0.861907,0,0.649617,0.0294198,0,0,0.506212,0.843406,0.856183,0.842741,0.843406,0.740853,0.690436,0,0.429169,0.143645,0,0,0.461385,0.843406,0.650923,0.726364,0,0.556191,0.0247933,0,0,0.426606,1,0.865298,0.819274,0.865298,1,0.794356,0.819274,0.794356,1,1,0.760262,0.861907,0.760262,1,0.674387,0.861907,0.674387,1
696.29,0.630171,0.269186,5,31,0,-680.312,0.452441,-0.855283,-0.130384,0.558875,0.421282,-0.798169,-0.109834,0.563288,0.198668,-1.02175,-0.283239,0.38895,0.384391,-0.75029,0.0863412,0.694712,0.485208,-0.751581,0.00917495,0.645615,0.190695,-0.942032,-0.165696,0.485791,1,0.862366,0.808661,0,0.506286,0.172874,0,0,0.562301,1,0.750725,0.851823,0,0.660614,0.0282569,0,0,0.523068,0.834326,0.839916,0.82678,0.834326,0.724315,0.668584,0,0.425238,0.142928,0,0,0.464899,0.834326,0.630547,0.70427,0,0.554861,0.0233622,0,0,0.432462,1,0.862366,0.808661,0.862366,1,0.784885,0.808661,0.784885,1,1,0.750725,0.851823,0.750725,1,0.658152,0.851823,0.658152,1
698.417,0.999611,0.269186,5,31,0,-684.752,0.467188,-0.845185,-0.015337,0.467429,0.456698,-0.767854,-0.0320944,0.495375,0.228046,-1.00349,-0.192447,0.303745,0.403413,-0.703377,0.00980491,0.646426,0.492171,-0.697167,0.00605482,0.61693,0.183298,-0.821144,-0.142215,0.426982,1,0.857776,0.818376,0,0.514024,0.155629,0,0,0.553209,1,0.734781,0.857619,0,0.678304,0.0425249,0,0,0.512525,0.840963,0.838854,0.841267,0.840963,0.719549,0.688473,0,0.431191,0.130925,0,0,0.465396,0.840963,0.616374,0.721486,0,0.568998,0.0357748,0,0,0.43117,1,0.857776,0.818376,0.857776,1,0.78198,0.818376,0.78198,1,1,0.734781,0.857619,0.734781,1,0.659007,0.857619,0.659007,1
691.12,0.922,0.269186,4,15,0,-679.925,0.433569,-0.800319,-0.0350335,0.507063,0.420758,-0.822022,0.00191074,0.499113,0.174016,-0.917254,-0.210511,0.288767,0.456187,-0.653328,0.0162265,0.636345,0.47053,-0.689827,0.0543921,0.6786,0.265521,-0.818675,-0.249433,0.39895,1,0.85768,0.81243,0,0.514183,0.139209,0,0,0.566197,1,0.732894,0.851851,0,0.680343,0.0291073,0,0,0.522975,0.804442,0.830655,0.818664,0.804442,0.712437,0.665107,0,0.427109,0.113965,0,0,0.463525,0.804442,0.608782,0.697379,0,0.56513,0.0238291,0,0,0.428141,1,0.85768,0.81243,0.85768,1,0.768384,0.81243,0.768384,1,1,0.732894,0.851851,0.732894,1,0.644119,0.851851,0.644119,1
697.621,0.967126,0.269186,3,7,0,-676.888,0.469913,-0.809669,-0.0398382,0.478645,0.421296,-0.774081,-0.0534427,0.566345,0.18083,-0.98156,-0.224737,0.314284,0.448458,-0.681686,-0.0172539,0.641755,0.506339,-0.684929,0.0352669,0.684926,0.256094,-0.803463,-0.212812,0.407088,1,0.85151,0.801997,0,0.524338,0.147556,0,0,0.578816,1,0.740339,0.853944,0,0.672234,0.0237601,0,0,0.519822,0.816121,0.827304,0.815582,0.816121,0.704458,0.654094,0,0.433787,0.120344,0,0,0.472072,0.816121,0.612485,0.696461,0,0.556142,0.0193783,0,0,0.423958,1,0.85151,0.801997,0.85151,1,0.760278,0.801997,0.760278,1,1,0.740339,0.853944,0.740339,1,0.64818,0.853944,0.64818,1
702.741,0.98748,0.269186,4,31,0,-679.616,0.459612,-0.884648,-0.0590722,0.489055,0.412877,-0.861301,-0.0494713,0.547529,0.210313,-0.977091,-0.256624,0.365697,0.449442,-0.738257,0.0162381,0.662469,0.514565,-0.731522,0.011564,0.632975,0.242839,-0.886552,-0.190249,0.443033,1,0.862308,0.814202,0,0.506383,0.127221,0,0,0.566471,1,0.745285,0.857052,0,0.666747,0.0192914,0,0,0.514868,0.831727,0.837738,0.835065,0.831727,0.722389,0.679912,0,0.424217,0.106238,0,0,0.47304,0.831727,0.624353,0.715695,0,0.558559,0.0161096,0,0,0.429949,1,0.862308,0.814202,0.862308,1,0.766516,0.814202,0.766516,1,1,0.745285,0.857052,0.745285,1,0.65161,0.857052,0.65161,1
703.719,0.901518,0.269186,4,23,0,-686.955,0.45099,-0.852098,-0.0406496,0.566899,0.454288,-0.80521,-0.0312505,0.547892,0.183899,-0.972526,-0.213291,0.325025,0.448573,-0.747808,0.0606434,0.619044,0.532405,-0.766378,0.0790699,0.623334,0.23069,-0.890516,-0.164551,0.390418,1,0.862085,0.81697,0,0.506763,0.131198,0,0,0.561558,1,0.739003,0.854901,0,0.673702,0.0152111,0,0,0.518568,0.82294,0.846782,0.820316,0.82294,0.729998,0.670174,0,0.429118,0.107624,0,0,0.460655,0.82294,0.625775,0.701289,0,0.570478,0.0124779,0,0,0.42539,1,0.862085,0.81697,0.862085,1,0.770784,0.81697,0.770784,1,1,0.739003,0.854901,0.739003,1,0.642022,0.854901,0.642022,1
697.617,0.908845,0.269186,4,15,0,-684.499,0.40465,-0.86882,-0.105136,0.575144,0.36206,-0.796456,-0.0931883,0.532896,0.185949,-0.998939,-0.269134,0.389364,0.48638,-0.783015,0.0411195,0.589256,0.501297,-0.787813,0.0397678,0.607785,0.271677,-0.949698,-0.174069,0.371684,1,0.860995,0.807958,0,0.508613,0.141247,0,0,0.572061,1,0.739375,0.856057,0,0.673294,0.0415434,0,0,0.515209,0.824089,0.82696,0.833417,0.824089,0.712008,0.673366,0,0.420603,0.117718,0,0,0.476765,0.824089,0.611433,0.713453,0,0.556787,0.034623,0,0,0.429384,1,0.860995,0.807958,0.860995,1,0.767488,0.807958,0.767488,1,1,0.739375,0.856057,0.739375,1,0.660918,0.856057,0.660918,1
697.868,0.998828,0.269186,5,31,0,-678.65,0.521301,-0.753605,-0.0223009,0.487704,0.527009,-0.740034,-0.0330634,0.488547,0.303212,-0.92592,-0.206085,0.318108,0.373511,-0.684954,0.0903944,0.688007,0.43993,-0.712029,0.144076,0.666121,0.170487,-0.84273,-0.136028,0.482977,1,0.861372,0.820322,0,0.507975,0.133649,0,0,0.556066,1,0.760593,0.869707,0,0.649229,0.0381605,0,0,0.49209,0.846276,0.85407,0.846601,0.846276,0.735672,0.694485,0,0.433846,0.113148,0,0,0.470766,0.846276,0.6496,0.736295,0,0.554488,0.0323067,0,0,0.416604,1,0.861372,0.820322,0.861372,1,0.774493,0.820322,0.774493,1,1,0.760593,0.869707,0.760593,1,0.686268,0.869707,0.686268,1
705.977,0.992381,0.269186,4,15,0,-684.498,0.439867,-0.799237,-0.0613641,0.596228,0.447787,-0.785235,-0.067481,0.615158,0.217828,-0.939586,-0.238119,0.368298,0.384013,-0.730302,-0.000224059,0.636648,0.445256,-0.726593,-0.021873,0.655118,0.180859,-0.895575,-0.200843,0.422444,1,0.866294,0.816566,0,0.499535,0.172526,0,0,0.550867,1,0.746222,0.853871,0,0.665697,0.0185206,0,0,0.520155,0.829905,0.851575,0.841511,0.829905,0.737714,0.68715,0,0.425391,0.145182,0,0,0.463561,0.829905,0.635464,0.718542,0,0.566891,0.0155853,0,0,0.437717,1,0.866294,0.816566,0.866294,1,0.793569,0.816566,0.793569,1,1,0.746222,0.853871,0.746222,1,0.649506,0.853871,0.649506,1
708.496,0.778779,0.269186,4,31,0,-690.387,0.491566,-0.80009,-0.0945749,0.491826,0.458914,-0.725005,-0.0956905,0.515991,0.218894,-0.922104,-0.280537,0.350816,0.421601,-0.716949,0.00727733,0.635896,0.475917,-0.716207,0.0466605,0.655721,0.2438,-0.857533,-0.227845,0.403435,1,0.858563,0.812416,0,0.512708,0.174925,0,0,0.556221,1,0.749741,0.860981,0,0.661732,0.0391801,0,0,0.507125,0.836273,0.840749,0.83726,0.836273,0.721836,0.680204,0,0.431059,0.146458,0,0,0.465701,0.836273,0.630344,0.720865,0,0.55635,0.0328039,0,0,0.424596,1,0.858563,0.812416,0.858563,1,0.787196,0.812416,0.787196,1,1,0.749741,0.860981,0.749741,1,0.67144,0.860981,0.67144,1
